TV,Radio,Newspaper,Sales
12.70383419961144,18.763906984674705,117.04851885914658,5.186439706985379
133.48132830810187,48.49659415249044,55.31769896417647,18.848104619031044
164.09633627346545,8.646365388346572,77.103106546624,15.834817145557784
44.02296996229575,15.98327838135435,110.23975380735541,10.72540154078423
100.88574912820852,14.69802354622855,29.840959444340793,7.111532907763917
296.2942343269385,27.165458811797848,106.3869496399534,24.170786973754243
4.869136902741433,24.964012848707394,11.705364812757919,9.363041006379385
135.75237945731521,32.187023271213654,77.81378047051757,12.664580259351341
252.79638651545883,47.50008852871039,93.94057860669412,22.88011347298914
97.17037881578653,14.261054274693368,73.75274631029113,12.170808647249531
143.939550826546,34.63857846274983,59.464176498305164,16.9452817615702
293.413723736394,1.2520101502591807,74.08165199108232,14.573926066080217
142.46305094271116,13.119423636681226,18.19964505353335,12.90159343714582
39.27639364394972,23.185986399829638,25.868485239626203,5.436506678808204
15.51644749991732,1.549739424056723,32.387921274761034,3.760335141413035
283.62497173198454,30.883473027681944,71.73352087560457,23.615342985280158
79.74282398251971,33.91553042008541,53.02812884940846,12.989633365547046
151.21917196936528,37.33658574190233,29.337101098300742,15.823939842720051
27.21052982699058,25.828725242150615,105.93711985734961,10.915218616501429
127.09653616518152,30.197233248931333,44.870620835186806,16.03627730206393
279.0316557750372,19.803262563924363,53.52380630758694,21.61569828079481
150.7238980892815,2.062651625328127,49.16412918587935,11.886055480864986
291.3405455406984,4.997592788725652,21.833154633210317,18.957394174161244
77.6506911712199,32.74979621007321,87.795241851628,14.074165177420022
151.36357191118114,49.77776497928881,53.81499147226296,19.491832093134455
257.8592375427976,0.7901619581648089,1.9508531871262136,14.907814407429674
134.47570636612315,27.879174841319138,115.68164428317564,14.244724956863283
83.84621207105688,37.550437644127896,97.89163339144964,11.960590387896296
256.6426090253645,41.338741400693934,86.8271224910164,20.79999690572772
116.9668406617827,27.260245061132004,104.29102446222348,13.212382443805241
159.21698731807024,30.995799009205253,108.81687043266604,16.698561274457564
292.95811992454367,34.83624726372767,40.49876476613264,25.105515144513355
55.94498842675917,42.94831248467153,73.31504141000383,13.543740646106684
90.42019101605571,6.1144768601409325,73.0569371046713,10.240708810563259
9.320880020951982,46.30910981374317,32.07596025727164,13.750295784637574
117.55131297301583,1.3008701775785003,26.634270173648066,8.263677510547138
60.05502917545786,41.80998754788877,13.66887057828265,14.307591783736308
204.01048062236742,3.8370213279848633,79.11770350997433,12.852726313661417
54.39643762975571,9.731410580246113,93.71027892369358,9.915676012335187
202.4438257217609,0.19470731905663063,91.31435754204045,13.68252493767172
79.0426284567953,22.262835276802033,37.95304526219692,8.730171473720935
106.56535023635993,16.717961335869614,24.63118205582427,11.20242162003339
104.65819561391925,8.299645574351366,54.43370141455463,12.27751418818298
215.0255250490828,22.554508040195316,65.61761522886127,16.755955391858798
139.9527789415029,20.118544158609193,110.29045535622669,14.231780828860035
108.38966965580492,38.383051634937075,104.97877851288649,16.239372345520874
255.78681571183495,44.65651530350162,109.92699975621932,21.33595553186414
171.58518769236082,32.62836258835409,102.03148621631756,17.972799656804536
64.14924638339934,6.220519436326194,115.74974453235735,5.215638549994608
270.0273834431048,14.769539735492533,55.85999966028689,17.02548842474743
102.79508881009218,45.66591484161399,5.696819691971324,17.70285681114465
11.693813261196118,4.436724650394458,10.027443857817389,4.981454946638124
148.38006719233587,20.342791969541324,46.83313701268118,13.055358990066862
37.18141633226334,47.12523096167406,30.92245095275967,14.069301298933798
71.53993311472277,47.533242073474284,20.39287096332808,14.775088097020813
224.13326180622332,20.560158852444623,114.38445294103784,17.380131093423387
39.225544012895575,33.36984440493987,23.450350609274693,12.005564721940084
242.0832673062107,22.83727991769995,115.12551267782771,17.343559818234084
281.0721864392861,37.67302697181709,91.30066083854484,22.95446843833065
181.9596301223834,1.5790665346499255,76.91348065502682,11.326126804188064
213.1077576068488,7.207857446067923,81.1222752107254,11.597349071833616
214.07598297222523,30.709940177179963,39.776918839094876,16.79531827421419
297.84238718113346,11.62761312215318,77.57124456699385,21.549684967982063
102.46147866048686,33.30261496345743,22.403054193751835,14.371282138907903
48.85696537281075,17.56114637306492,112.52465190431754,6.672092936067395
155.75017047429645,44.33227790639107,36.21520079527122,15.551041259527787
159.97494294951247,40.96296927799932,30.622381475225062,17.53464017995607
53.373746488843345,24.64189000343911,85.3395357832989,12.918073577933505
183.93282569824186,38.64475435474289,78.77384616794183,18.309413341946914
4.237420043047191,13.556894311754519,54.155870201196635,8.123603469845747
278.3005207362665,24.71298884059313,75.89354816289436,20.949611475644947
79.3722833463785,9.874102593163908,19.139168611302736,9.24591283875107
11.868062517057542,43.044308426049696,80.79939688823461,9.415310448579941
32.474832442457114,41.153380828420744,32.47328342342327,13.625131393118009
72.07468448389251,45.10748342045006,32.740317201174875,13.957024940096915
82.17185058181357,43.87384906121297,19.46159219325415,16.15959123930476
9.842999849318602,47.97981310297474,39.885256204339754,10.894638663400096
83.80644365811875,11.416811581596297,39.75012723735937,9.326050576256323
57.882520948044636,46.59121453976577,54.50148140427231,14.862044488535183
113.58627823035557,28.560659567599885,22.85034055996194,13.104696307154814
115.55032120679076,21.12475419590761,23.160904339051957,12.80575155951068
101.70232218086372,28.01869479839365,65.00862859958741,12.492137677020397
98.37716505921121,17.130117832513893,15.465288560457019,9.484318500149115
26.919383322375367,14.427650348047605,82.66764095866021,9.9510092676985
7.561484137848651,12.065716898876438,113.27365510351159,7.861683976332958
60.634290046939974,4.121399472856341,51.21547459972539,5.433002263643166
226.9948282249846,24.828244857359373,108.13263757808122,19.19086985185024
297.24292966533665,44.38808378569437,11.797990935103734,23.16222281804869
278.55785251719874,31.507598463719233,5.154915285077348,19.21828176894284
151.2658066613306,26.048781637788675,86.5642653016608,16.686039371448402
159.54715673338026,21.429645912545826,91.32258875777958,11.596601897448668
94.37447071075276,23.2200813158596,101.16698891589016,13.507955816498171
232.18183159129688,10.463867378597547,6.81812140799777,14.936141225421707
229.4270063797946,41.14679385965486,93.22884659481966,20.837153189565832
253.28170727473338,9.919148164076402,45.184647935589815,17.105623809934297
268.6513731590653,35.83113783636565,36.40051592186383,22.708957162703303
130.30477446758871,37.99925057480763,20.76287056119563,14.402610906703702
230.06267043215928,28.743452101386712,119.52189061230325,20.3443845356334
241.91961863876358,43.146318747741425,7.639630718263635,21.88364828157201
92.53788674932505,14.552517622532502,99.24096175295993,8.144569736664613
278.772673201845,44.080861062143164,76.7393322588633,23.574235324477552
