Weight,Height
79.57075619631647,174.32237127108175
59.40023840639257,155.17445718655244
86.25676793709685,177.20573755780748
89.1084707458682,185.6348153258036
45.734472170192454,149.3188138748441
55.46730739706523,158.64174040900895
76.91760604750928,176.70867998884512
70.25636111484627,165.44322205874903
74.74798263743567,175.5984759598556
62.2043410863963,163.92631143554758
88.19096962294243,173.73434869573796
86.66687903143422,188.65398802069313
75.99046046341824,168.98837688502218
91.9086181045205,174.00089151927926
82.01264013378068,170.2392178428177
62.110613056751426,155.45668882849364
80.53126176123749,175.7114862328733
60.616760987565016,158.81946770739634
88.17675451960909,179.11157408386327
74.2511113352062,174.40654529429952
72.2270645468211,171.20955057727207
64.78605683394088,165.4858298493214
93.33812008011046,187.462560804055
72.68205776896797,173.2083513347394
68.57508266755339,153.7835919500004
69.71799674267656,165.10186804342064
82.98463778330023,164.15721795053832
80.48166096546117,175.57760528488265
81.19098917393983,175.86544404710878
81.46231504511825,182.36992993257675
107.12471401305692,202.4693418661194
68.90377475423077,167.89448135518728
67.31635906392694,162.48510283356381
62.79340907628183,165.00602348248583
84.23969133863244,175.01226268002847
91.93458439081337,183.94258238444993
73.29078813517687,175.88490900314724
62.39765284556208,158.45161155823502
62.6327817646314,166.80865815892855
84.75889181737051,182.63357707518168
86.14881256805164,173.88285852325382
83.14731402457792,183.20385028773785
65.01735439066958,167.9544138652312
78.4824198460008,174.47337020873655
76.75028713711092,167.98877460466727
78.2803289509352,168.55501060174797
88.07143166922285,177.827598290499
78.35393323162023,177.02101670346696
85.18370344607843,173.15402658015043
76.01368604233338,174.63533802346925
79.33679098034976,167.052060061992
84.4693233875781,177.12758103405048
53.142662702165005,155.5148835540678
70.20493175464048,182.32447968633386
67.94441018560806,157.69441370608385
65.41683227634987,172.8947116062032
70.87286623159974,169.05370415762349
97.42411966851594,190.53512125948274
62.01253326460135,162.21948742878024
89.52417531887221,184.81149239832556
49.75695342576293,151.3956044431501
69.97672455021338,176.2068445014048
77.44129597657508,170.342145117083
83.79333497038917,184.63840866086736
85.66839869689282,175.38509630139148
86.90020852799888,179.81364531759147
69.76912391627344,160.89506762346375
